Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SPACE1-1:Zone Air System Sensible Heating Energy [J](TimeStep),SPACE1-1:Zone Air System Sensible Cooling Energy [J](TimeStep),SPACE1-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE1-1:Zone Air System Sensible Cooling Rate [W](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air Humidity Ratio [](TimeStep),SPACE1-1:Zone Air Relative Humidity [%](TimeStep),VERTICAL GROUND HEAT EXCHANGER:Ground Heat Exchanger Average Borehole Temperature [C](TimeStep),VERTICAL GROUND HEAT EXCHANGER:Ground Heat Exchanger Heat Transfer Rate [W](TimeStep),VERTICAL GROUND HEAT EXCHANGER:Ground Heat Exchanger Inlet Temperature [C](TimeStep),VERTICAL GROUND HEAT EXCHANGER:Ground Heat Exchanger Outlet Temperature [C](TimeStep),VERTICAL GROUND HEAT EXCHANGER:Ground Heat Exchanger Mass Flow Rate [kg/s](TimeStep),VERTICAL GROUND HEAT EXCHANGER:Ground Heat Exchanger Average Fluid Temperature [C](TimeStep),ZONE 1 FAN:Fan Electric Power [W](TimeStep),ZONE 1 FAN:Fan Rise in Air Temperature [deltaC](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Electric Energy [J](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Total Cooling Energy [J](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Sensible Cooling Energy [J](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Latent Cooling Energy [J](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Source Side Heat Transfer Energy [J](TimeStep),SYS 1 HEAT PUMP HEATING MODE:Heating Coil Electric Energy [J](TimeStep),SYS 1 HEAT PUMP HEATING MODE:Heating Coil Heating Energy [J](TimeStep),SYS 1 HEAT PUMP HEATING MODE:Heating Coil Source Side Heat Transfer Energy [J](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Total Cooling Rate [W](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Sensible Cooling Rate [W](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Source Side Heat Transfer Rate [W](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Part Load Ratio [](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Runtime Fraction [](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Air Mass Flow Rate [kg/s](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Air Inlet Temperature [C](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Air Inlet Humidity Ratio [kgWater/kgDryAir](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Air Outlet Temperature [C](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Air Outlet Humidity Ratio [kgWater/kgDryAir](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Source Side Mass Flow Rate [kg/s](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Source Side Inlet Temperature [C](TimeStep),SYS 1 HEAT PUMP COOLING MODE:Cooling Coil Source Side Outlet Temperature [C](TimeStep),SYS 1 HEAT PUMP HEATING MODE:Heating Coil Electric Power [W](TimeStep),SYS 1 HEAT PUMP HEATING MODE:Heating Coil Heating Rate [W](TimeStep),HEAT PUMP DX SUPP HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep),HEAT PUMP DX SUPP HEATING COIL 1:Heating Coil Heating Rate [W](TimeStep),HEAT PUMP DX SUPP HEATING COIL 1:Heating Coil Gas Rate [W](TimeStep),HEAT PUMP DX SUPP HEATING COIL 1:Heating Coil Electric Energy [J](TimeStep),HEAT PUMP DX SUPP HEATING COIL 1:Heating Coil Electric Power [W](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Total Heating Rate [W](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Total Heating Energy [J](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Total Cooling Rate [W](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Total Cooling Energy [J](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Sensible Heating Rate [W](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Sensible Heating Energy [J](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Sensible Cooling Rate [W](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Sensible Cooling Energy [J](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Latent Heating Rate [W](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Latent Heating Energy [J](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Latent Cooling Rate [W](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Latent Cooling Energy [J](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Electric Power [W](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Electric Energy [J](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Fan Part Load Ratio [](TimeStep),ZONE1WTAHP:Zone Water to Air Heat Pump Compressor Part Load Ratio [](TimeStep),SUPPLY FAN 1:Fan Electric Power [W](TimeStep),SUPPLY FAN 1:Fan Rise in Air Temperature [deltaC](TimeStep),ZONE 1 INLET NODE:System Node Temperature [C](TimeStep),ZONE 1 INLET NODE:System Node Mass Flow Rate [kg/s](TimeStep),SYS 1 OUTSIDE AIR INLET NODE:System Node Mass Flow Rate [kg/s](TimeStep),OUTSIDE AIR INLET NODE:System Node Temperature [C](TimeStep),OUTSIDE AIR INLET NODE:System Node Mass Flow Rate [kg/s](TimeStep),OUTDOOR AIR MIXER INLET NODE:System Node Temperature [C](TimeStep),OUTDOOR AIR MIXER INLET NODE:System Node Mass Flow Rate [kg/s](TimeStep),MIXED AIR NODE:System Node Temperature [C](TimeStep),MIXED AIR NODE:System Node Mass Flow Rate [kg/s](TimeStep),ZONE 1 OUTLET NODE:System Node Temperature [C](TimeStep),ZONE 1 OUTLET NODE:System Node Mass Flow Rate [kg/s](TimeStep),ZONE 1 RETURN NODE:System Node Temperature [C](TimeStep),ZONE 1 RETURN NODE:System Node Mass Flow Rate [kg/s](TimeStep),RELIEF AIR OUTLET NODE:System Node Temperature [C](TimeStep),RELIEF AIR OUTLET NODE:System Node Mass Flow Rate [kg/s](TimeStep) 
 12/21  10:00:00,-18.8,6787499.986947018,0.0,7541.666652163353,0.0,21.000000000000005,0.0008843566491681394,4.654991782749855,12.278090246739908,5769.470305445676,9.197675589247604,13.37569442932699,0.32940600000000005,11.286685009287297,97.26069831240501,0.4295110302304934,0.0,0.0,0.0,0.0,0.0,1880086.8202644315,7061659.615600266,5181572.795335834,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230466,0.0008843566491681392,21.429511030230466,0.0008843566491681392,0.0,12.978984368627496,12.978984368627496,2088.9853558493684,7846.288461778073,0.0,0.0,0.0,0.0,0.0,7992.894282853578,7193604.854568221,0.0,0.0,7992.894282853578,7193604.854568221,0.0,0.0,0.0,0.0,0.0,0.0,2186.2460541617735,1967621.448745596,0.15707978953985833,0.15707978953985833,9.953897142857148,0.8590220604609868,56.29726104705537,0.22498636421369576,0.0,-18.8,0.011512826695605216,20.99999999999997,0.011512826695605216,-18.8,0.011512826695605216,20.999999999999976,0.22498636421369576,20.999999999999976,0.011512826695605216,20.99999999999997,0.011512826695605216 
 12/21  10:15:00,-18.8,6757702.941640333,0.0,7508.558824044815,0.0,20.999999999999998,0.0008843566491681395,4.654992055628704,12.265632040528919,5739.67597472534,9.20136670301353,13.35781480811813,0.32940600000000005,11.279590755565831,96.85732277706217,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1872951.442569159,7032409.561176601,5159458.118607442,0.0,0.0,0.0,0.0,0.0,0.0,21.4295110302305,0.0008843566491681394,21.4295110302305,0.0008843566491681394,0.0,12.97931651982249,12.97931651982249,2081.0571584101769,7813.788401307334,0.0,0.0,0.0,0.0,0.0,7959.786454735032,7163807.809261529,0.0,0.0,7959.786454735032,7163807.809261529,0.0,0.0,0.0,0.0,0.0,0.0,2177.914481187239,1960123.033068515,0.15642832244886888,0.15642832244886888,9.953897142857148,0.8590220604609868,56.29744558867383,0.22405326382798766,0.0,-18.8,0.011512826695605216,21.0,0.011512826695605216,-18.8,0.011512826695605216,21.000000000000005,0.22405326382798766,21.000000000000005,0.011512826695605216,21.0,0.011512826695605216 
 12/21  10:30:00,-18.8,6737364.750651494,0.0,7485.960834057215,0.0,21.000000000000005,0.0008843566491681393,4.654991782749854,12.25202396138068,5714.070099595877,9.201503909068788,13.339409433791133,0.32940600000000005,11.27045667142996,96.58663883874803,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1868129.4892303285,7012440.570244439,5144311.081014111,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230495,0.0008843566491681395,21.429511030230495,0.0008843566491681395,0.0,12.976490845465677,12.976490845465677,2075.6994324781428,7791.600633604932,0.0,0.0,0.0,0.0,0.0,7937.1884647474339,7143469.61827269,0.0,0.0,7937.1884647474339,7143469.61827269,0.0,0.0,0.0,0.0,0.0,0.0,2172.2860713168909,1955057.4641852016,0.15599115741921189,0.15599115741921189,9.953897142857148,0.8590220604609868,56.2958756574891,0.22342710962398713,0.0,-18.8,0.011512826695605216,20.999999999999998,0.011512826695605216,-18.8,0.011512826695605216,20.999999999999998,0.22342710962398713,20.999999999999998,0.011512826695605216,20.999999999999998,0.011512826695605216 
 12/21  10:45:00,-18.8,6721974.087439978,0.0,7468.860097155531,0.0,21.000000000000005,0.0008843566491681393,4.654991782749854,12.238435723636315,5694.72440690477,9.198357591125513,13.322249390519051,0.32940600000000005,11.260303490822281,96.3880784071128,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1864546.8165788647,6997323.6811795779,5132776.864600713,0.0,0.0,0.0,0.0,0.0,0.0,21.4295110302305,0.0008843566491681393,21.4295110302305,0.0008843566491681393,0.0,12.970205626136318,12.970205626136318,2071.7186850876275,7774.804090199531,0.0,0.0,0.0,0.0,0.0,7920.087727845747,7128078.955061173,0.0,0.0,7920.087727845747,7128078.955061173,0.0,0.0,0.0,0.0,0.0,0.0,2168.1067634947405,1951296.0871452664,0.15567047464237203,0.15567047464237203,9.953897142857148,0.8590220604609868,56.292383619631198,0.22296779367864176,0.0,-18.8,0.011512826695605216,21.0,0.011512826695605216,-18.8,0.011512826695605216,21.000000000000005,0.22296779367864176,21.000000000000005,0.011512826695605216,21.0,0.011512826695605216 
 12/21  11:00:00,-18.8,6709927.7381225819,0.0,7455.475264580646,0.0,21.0,0.0008843566491681395,4.654991782749856,12.225438819790999,5681.191260685969,9.192691638174012,13.306775489298806,0.32940600000000005,11.249733563736408,96.23724046032128,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1861791.0582008707,6985487.523331365,5123696.465130494,0.0,0.0,0.0,0.0,0.0,0.0,21.4295110302305,0.0008843566491681393,21.4295110302305,0.0008843566491681393,0.0,12.962247689150797,12.962247689150797,2068.6567313343009,7761.652803701516,0.0,0.0,0.0,0.0,0.0,7906.702895270861,7116032.605743774,0.0,0.0,7906.702895270861,7116032.605743774,0.0,0.0,0.0,0.0,0.0,0.0,2164.893971794622,1948404.5746151598,0.1554268655243238,0.1554268655243238,9.953897142857148,0.8590220604609868,56.287962227827957,0.22261887081644844,0.0,-18.8,0.011512826695605216,21.0,0.011512826695605216,-18.8,0.011512826695605216,21.000000000000005,0.22261887081644844,21.000000000000005,0.011512826695605216,21.0,0.011512826695605216 
 12/21  11:15:00,-18.8,6695575.343879184,0.0,7439.52815986576,0.0,21.0,0.0008843566491681396,4.654991782749856,12.213032696117092,5670.390230016752,9.186101152308714,13.2923543058722,0.32940600000000005,11.239227729090457,96.05455302153699,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1858475.6815841415,6971388.217981116,5112912.536396976,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230498,0.0008843566491681396,21.429511030230498,0.0008843566491681396,0.0,12.954700206045848,12.954700206045848,2064.972979537935,7745.986908867907,0.0,0.0,0.0,0.0,0.0,7890.755790555977,7101680.211500379,0.0,0.0,7890.755790555979,7101680.211500381,0.0,0.0,0.0,0.0,1.8189894035458565e-12,1.6370904631912709e-9,2161.0275325594718,1944924.7793035245,0.15513181824486017,0.15513181824486017,9.953897142857148,0.8590220604609868,56.28376888224156,0.2221962727542017,0.0,-18.8,0.011512826695605216,21.0,0.011512826695605216,-18.8,0.011512826695605216,21.0,0.2221962727542017,21.0,0.011512826695605216,21.0,0.011512826695605216 
 12/21  11:30:00,-18.8,6686812.476906669,0.0,7429.79164100741,0.0,20.999999999999998,0.0008843566491681401,4.654992055628708,12.201137319149972,5661.078131419884,9.179203664669489,13.278703953137189,0.32940600000000005,11.228953808903338,95.94796292076697,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1856504.0182596457,6962775.447608687,5106271.429349042,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230498,0.0008843566491681396,21.429511030230498,0.0008843566491681396,0.0,12.94680195537479,12.94680195537479,2062.7822425107176,7736.417164009652,0.0,0.0,0.0,0.0,0.0,7881.01927169763,7092917.344527867,0.0,0.0,7881.019271697628,7092917.344527865,0.0,0.0,1.8189894035458565e-12,1.6370904631912709e-9,0.0,0.0,2158.7302054314848,1942857.184888336,0.15495967110951668,0.15495967110951668,9.953897142857148,0.8590220604609868,56.27938065186973,0.22194970533643147,0.0,-18.8,0.011512826695605216,21.0,0.011512826695605216,-18.8,0.011512826695605216,21.0,0.22194970533643147,21.0,0.011512826695605216,21.0,0.011512826695605216 
 12/21  11:45:00,-18.8,6680175.907972978,0.0,7422.417675525531,0.0,21.0,0.0008843566491681407,4.654991782749861,12.189690297484344,5653.799402697459,9.171679208265012,13.265898273914097,0.32940600000000005,11.218788741089555,95.87159551433079,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1855057.129533302,6956248.656177897,5101191.526644596,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230495,0.0008843566491681401,21.429511030230495,0.0008843566491681401,0.0,12.937921872798614,12.937921872798614,2061.1745883703358,7729.165173530997,0.0,0.0,0.0,0.0,0.0,7873.645306215751,7086280.775594176,0.0,0.0,7873.645306215751,7086280.775594176,0.0,0.0,0.0,0.0,0.0,0.0,2157.0461838846665,1941341.5654961998,0.1548363347944496,0.1548363347944496,9.953897142857148,0.8590220604609868,56.27444692037804,0.22177304996158193,0.0,-18.8,0.011512826695605216,20.999999999999994,0.011512826695605216,-18.8,0.011512826695605216,20.999999999999998,0.22177304996158193,20.999999999999998,0.011512826695605216,20.999999999999994,0.011512826695605216 
 12/21  12:00:00,-18.8,6675156.377849642,0.0,7416.840419832936,0.0,21.000000000000005,0.0008843566491681406,4.654991782749861,12.178645417054668,5648.484912965334,9.163507121480209,13.253866521247783,0.32940600000000005,11.208686821363996,95.81780557196284,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1854005.04236893,6951308.604868665,5097303.5624997359,0.0,0.0,0.0,0.0,0.0,0.0,21.42951103023049,0.0008843566491681406,21.42951103023049,0.0008843566491681406,0.0,12.928565738548106,12.928565738548106,2060.0056026321447,7723.67622763185,0.0,0.0,0.0,0.0,0.0,7868.068050523153,7081261.245470838,0.0,0.0,7868.068050523157,7081261.245470841,0.0,0.0,0.0,0.0,3.637978807091713e-12,3.2741809263825418e-9,2155.823408204107,1940241.0673836966,0.15474946195708443,0.15474946195708443,9.953897142857148,0.8590220604609868,56.269248696848467,0.2216486214537199,0.0,-18.8,0.011512826695605216,20.999999999999998,0.011512826695605216,-18.8,0.011512826695605216,21.0,0.2216486214537199,21.0,0.011512826695605216,20.999999999999998,0.011512826695605216 
 12/21  12:15:00,-18.8,6675712.857420931,0.0,7417.458730467701,0.0,20.999999999999998,0.0008843566491681408,4.654992055628711,12.167931870985706,5645.468521097833,9.154445837233782,13.242608540895752,0.32940600000000005,11.198527189064766,95.84142008958875,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1854309.808187681,6951840.486383804,5097530.678196123,0.0,0.0,0.0,0.0,0.0,0.0,21.4295110302305,0.0008843566491681406,21.4295110302305,0.0008843566491681406,0.0,12.917912117280693,12.917912117280693,2060.3442313196458,7724.267207093116,0.0,0.0,0.0,0.0,0.0,7868.686361157917,7081817.725042125,0.0,0.0,7868.686361157916,7081817.725042124,0.0,0.0,1.8189894035458565e-12,1.6370904631912709e-9,0.0,0.0,2156.185651409234,1940567.0862683107,0.15478760031639222,0.15478760031639222,9.953897142857148,0.8590220604609868,56.26332959572564,0.22170324726409866,0.0,-18.8,0.011512826695605216,21.000000000000005,0.011512826695605216,-18.8,0.011512826695605216,21.000000000000005,0.22170324726409866,21.000000000000005,0.011512826695605216,21.000000000000005,0.011512826695605216 
 12/21  12:30:00,-18.8,6673384.394052449,0.0,7414.871548947165,0.0,21.0,0.0008843566491681408,4.654991782749862,12.157518252625924,5644.147247661044,9.144768496520998,13.231961191833307,0.32940600000000005,11.188364844177153,95.8261080184721,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1853924.5010254507,6949540.2698865369,5095615.768861086,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230495,0.0008843566491681408,21.429511030230495,0.0008843566491681408,0.0,12.907182163822978,12.907182163822978,2059.9161122505008,7721.711410985041,0.0,0.0,0.0,0.0,0.0,7866.099179637384,7079489.261673645,0.0,0.0,7866.099179637385,7079489.261673646,0.0,0.0,0.0,0.0,9.094947017729282e-13,8.185452315956354e-10,2155.7422202689729,1940167.9982420754,0.15476287072931173,0.15476287072931173,9.953897142857148,0.8590220604609868,56.25736808480225,0.22166782692197799,0.0,-18.8,0.011512826695605216,20.999999999999998,0.011512826695605216,-18.8,0.011512826695605216,20.999999999999998,0.22166782692197799,20.999999999999998,0.011512826695605216,20.999999999999998,0.011512826695605216 
 12/21  12:45:00,-18.8,6671639.820880275,0.0,7412.933134311417,0.0,21.0,0.0008843566491681407,4.654991782749861,12.147354335785167,5643.117389283519,9.135159362033806,13.221593175033572,0.32940600000000005,11.17837626853369,95.81782832022636,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1853669.8390679609,6947814.00488261,5094144.16581465,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230498,0.0008843566491681408,21.429511030230498,0.0008843566491681408,0.0,12.897026426553083,12.897026426553083,2059.6331545199566,7719.793338758456,0.0,0.0,0.0,0.0,0.0,7864.160765001634,7077744.688501471,0.0,0.0,7864.160765001634,7077744.688501471,0.0,0.0,0.0,0.0,0.0,0.0,2155.450982840183,1939905.8845561646,0.15474949869640984,0.15474949869640984,9.953897142857148,0.8590220604609868,56.251725605651859,0.2216486740756853,0.0,-18.8,0.011512826695605216,20.999999999999998,0.011512826695605216,-18.8,0.011512826695605216,21.0,0.2216486740756853,21.0,0.011512826695605216,20.999999999999998,0.011512826695605216 
 12/21  13:00:00,-18.8,6669819.933259437,0.0,7410.91103695493,0.0,21.0,0.0008843566491681408,4.654991782749862,12.13739174596089,5641.948917054701,9.125817603614243,13.211392527801504,0.32940600000000005,11.168605065707875,95.8081713416529,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1853393.310686783,6946014.127926145,5092620.817239362,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230495,0.0008843566491681407,21.429511030230495,0.0008843566491681407,0.0,12.887105660484814,12.887105660484814,2059.3259007630924,7717.793475473494,0.0,0.0,0.0,0.0,0.0,7862.138667645148,7075924.800880633,0.0,0.0,7862.138667645148,7075924.800880633,0.0,0.0,0.0,0.0,0.0,0.0,2155.134072104745,1939620.6648942705,0.15473390230250945,0.15473390230250945,9.953897142857148,0.8590220604609868,56.246213675379468,0.22162633526323353,0.0,-18.8,0.011512826695605216,20.999999999999998,0.011512826695605216,-18.8,0.011512826695605216,21.0,0.22162633526323353,21.0,0.011512826695605216,20.999999999999998,0.011512826695605216 
 12/21  13:15:00,-18.8,6681537.149086496,0.0,7423.930165651662,0.0,21.0,0.0008843566491681407,4.654991782749861,12.127637721671558,5643.564525037316,9.11525230953095,13.20198274486461,0.32940600000000005,11.15861752719778,95.9863604174499,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1856410.0842302843,6957498.747086419,5101088.662856135,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230498,0.0008843566491681408,21.429511030230498,0.0008843566491681408,0.0,12.87419291915518,12.87419291915518,2062.6778713669825,7730.554163429354,0.0,0.0,0.0,0.0,0.0,7875.157796341879,7087642.01670769,0.0,0.0,7875.157796341879,7087642.01670769,0.0,0.0,0.0,0.0,0.0,0.0,2158.664231784432,1942797.808605989,0.15502168455176486,0.15502168455176486,9.953897142857148,0.8590220604609868,56.23903941793364,0.22203852757731086,0.0,-18.8,0.011512826695605216,20.999999999999998,0.011512826695605216,-18.8,0.011512826695605216,21.0,0.22203852757731086,21.0,0.011512826695605216,20.999999999999998,0.011512826695605216 
 12/21  13:30:00,-18.8,6683135.796679085,0.0,7425.7064407545399,0.0,21.0,0.0008843566491681409,4.654991782749863,12.118161150122854,5647.712762605558,9.10360791912712,13.193326355452655,0.32940600000000005,11.148467137289888,96.02745665050985,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1857000.538013881,6959050.648199816,5102050.110185935,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230495,0.0008843566491681407,21.429511030230495,0.0008843566491681407,0.0,12.861348847066328,12.861348847066328,2063.3339311265347,7732.278497999796,0.0,0.0,0.0,0.0,0.0,7876.934071444758,7089240.6643002829,0.0,0.0,7876.934071444758,7089240.6643002829,0.0,0.0,0.0,0.0,0.0,0.0,2159.3613877770446,1943425.24899934,0.15508805655764128,0.15508805655764128,9.953897142857148,0.8590220604609868,56.231903312790169,0.22213359261611344,0.0,-18.8,0.011512826695605216,20.999999999999998,0.011512826695605216,-18.8,0.011512826695605216,21.0,0.22213359261611344,21.0,0.011512826695605216,20.999999999999998,0.011512826695605216 
 12/21  13:45:00,-18.8,6683251.220722066,0.0,7425.834689691184,0.0,21.000000000000005,0.0008843566491681412,4.654991782749864,12.108872485441584,5650.749837502087,9.092677221660419,13.18457998001134,0.32940600000000005,11.13862860083588,96.04516042357376,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1857200.2234203339,6959149.517063094,5101949.29364276,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230498,0.0008843566491681409,21.429511030230498,0.0008843566491681409,0.0,12.850692372262984,12.850692372262984,2063.555803800371,7732.388352292327,0.0,0.0,0.0,0.0,0.0,7877.062320381401,7089356.088343261,0.0,0.0,7877.062320381401,7089356.088343261,0.0,0.0,0.0,0.0,0.0,0.0,2159.6009642239448,1943640.86780155,0.15511664883587077,0.15511664883587077,9.953897142857148,0.8590220604609868,56.22598262625638,0.22217454551490635,0.0,-18.8,0.011512826695605216,20.999999999999998,0.011512826695605216,-18.8,0.011512826695605216,21.0,0.22217454551490635,21.0,0.011512826695605216,20.999999999999998,0.011512826695605216 
 12/21  14:00:00,-18.8,6683039.68421415,0.0,7425.599649126833,0.0,20.999999999999998,0.0008843566491681414,4.654992055628714,12.099652640833407,5651.808910043034,9.08285517413605,13.175511419306997,0.32940600000000005,11.129183296721524,96.05725572875605,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1857308.954359746,6958928.484846897,5101619.530487152,0.0,0.0,0.0,0.0,0.0,0.0,21.4295110302305,0.0008843566491681412,21.4295110302305,0.0008843566491681412,0.0,12.84081731386644,12.84081731386644,2063.6766159552737,7732.1427609409979,0.0,0.0,0.0,0.0,0.0,7876.82727981705,7089144.551835345,0.0,0.0,7876.82727981705,7089144.551835345,0.0,0.0,0.0,0.0,0.0,0.0,2159.7338716840297,1943760.4845156265,0.1551361832215519,0.1551361832215519,9.953897142857148,0.8590220604609868,56.22049609094832,0.2222025247375958,0.0,-18.8,0.011512826695605216,21.000000000000005,0.011512826695605216,-18.8,0.011512826695605216,21.000000000000005,0.2222025247375958,21.000000000000005,0.011512826695605216,21.000000000000005,0.011512826695605216 
 12/21  14:15:00,-18.8,6673053.303238273,0.0,7414.503670264748,0.0,21.0,0.0008843566491681418,4.654991782749867,12.090558144923948,5649.997598812866,9.07467418607328,13.166007625090112,0.32940600000000005,11.120340905581696,95.93302637247595,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1855032.47872979,6949115.623147071,5094083.144417281,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230495,0.0008843566491681414,21.429511030230495,0.0008843566491681414,0.0,12.83349224338319,12.83349224338319,2061.1471985886557,7721.2395812745239,0.0,0.0,0.0,0.0,0.0,7865.731300954968,7079158.170859471,0.0,0.0,7865.731300954968,7079158.170859471,0.0,0.0,0.0,0.0,0.0,0.0,2157.0802249611317,1941372.2024650186,0.15493554800632376,0.15493554800632376,9.953897142857148,0.8590220604609868,56.21642631675284,0.22191515366497314,0.0,-18.8,0.011512826695605216,20.999999999999998,0.011512826695605216,-18.8,0.011512826695605216,20.999999999999998,0.22191515366497314,20.999999999999998,0.011512826695605216,20.999999999999998,0.011512826695605216 
 12/21  14:30:00,-18.8,6670529.970401258,0.0,7411.6999671125099,0.0,21.0,0.0008843566491681419,4.6549917827498679,12.081637645730075,5646.2847544376049,9.067700142260309,13.156335476596644,0.32940600000000005,11.112017809428476,95.9095263666585,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1854541.3275736878,6946629.078138107,5092087.750564419,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230495,0.0008843566491681418,21.429511030230495,0.0008843566491681418,0.0,12.826424176325827,12.826424176325827,2060.6014750818756,7718.476753486786,0.0,0.0,0.0,0.0,0.0,7862.927597802727,7076634.838022455,0.0,0.0,7862.927597802731,7076634.838022457,0.0,0.0,0.0,0.0,3.637978807091713e-12,3.2741809263825418e-9,2156.511001448534,1940859.9013036807,0.1548975945880156,0.1548975945880156,9.953897142857148,0.8590220604609868,56.21249933243405,0.22186079274674398,0.0,-18.8,0.011512826695605216,20.999999999999994,0.011512826695605216,-18.8,0.011512826695605216,21.0,0.22186079274674398,21.0,0.011512826695605216,20.999999999999994,0.011512826695605216 
 12/21  14:45:00,-18.8,6669015.17506017,0.0,7410.016861177966,0.0,21.0,0.0008843566491681421,4.654991782749869,12.072974467426576,5643.454375718808,9.06056383164262,13.147139869388325,0.32940600000000005,11.103851850515472,95.90150537073406,0.42951103023049699,0.0,0.0,0.0,0.0,0.0,1854311.3499160077,6945130.923552146,5090819.573636139,0.0,0.0,0.0,0.0,0.0,0.0,21.429511030230495,0.0008843566491681419,21.429511030230495,0.0008843566491681419,0.0,12.818157411007,12.818157411007,2060.3459443511198,7716.8121372801629,0.0,0.0,0.0,0.0,0.0,7861.244491868185,7075120.042681366,0.0,0.0,7861.244491868185,7075120.042681366,0.0,0.0,0.0,0.0,0.0,0.0,2156.2474497218538,1940622.7047496683,0.1548846403693685,0.1548846403693685,9.953897142857148,0.8590220604609868,56.207906357082979,0.2218422383384195,0.0,-18.8,0.011512826695605216,20.999999999999994,0.011512826695605216,-18.8,0.011512826695605216,21.0,0.2218422383384195,21.0,0.011512826695605216,20.999999999999994,0.011512826695605216 
